text,letterColor,corrAns,congruent,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instr1.started,instr1.stopped,word.started,word.stopped,resp.keys,resp.corr,resp.rt,resp.started,resp.stopped,feedback_2.started,feedback_2.stopped,instrText.started,instrText.stopped,thanksText.started,thanksText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
red,blue,right,incong,,,,,3,6,42,3,,,96.06397482199827,None,right,1,0.9468988649896346,96.06397482199827,None,,,,,,,02,01,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
blue,green,down,incong,,,,,3,7,43,9,,,97.51137218001531,None,down,1,1.1054693489859346,97.51137218001531,None,,,,,,,02,01,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
green,green,down,cong,,,,,3,8,44,5,,,99.12823699600995,None,right,0,0.8726095169840846,99.12823699600995,None,,,,,,,02,01,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
red,red,left,cong,,,,,3,9,45,1,,,100.51444458900369,None,left,1,1.091131827008212,100.51444458900369,None,,,,,,,02,01,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
red,green,down,incong,,,,,3,10,46,2,,,102.11437830599607,None,down,1,0.9376505679974798,102.11437830599607,None,,,,,,,02,01,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
blue,blue,right,cong,,,,,3,11,47,10,,,103.59632210899144,None,right,1,0.5021893529919907,103.59632210899144,None,,,,,,,02,01,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
red,red,left,cong,,,,,4,0,48,0,,,104.61375213600695,None,left,1,0.5249017190071754,104.61375213600695,None,,,,,,,02,01,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
blue,blue,right,cong,,,,,4,1,49,11,,,105.64747256599367,None,right,1,0.7600300130143296,105.64747256599367,None,,,,,,,02,01,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
green,red,left,incong,,,,,4,2,50,4,,,106.9138796380139,None,left,1,0.7325512150127906,106.9138796380139,None,,,,,,,02,01,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
green,green,down,cong,,,,,4,3,51,6,,,108.145702926995,None,right,0,0.7007468859956134,108.145702926995,None,,,,,,,02,01,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
red,blue,right,incong,,,,,4,4,52,3,,,109.3614338740008,None,down,0,0.9528551080147736,109.3614338740008,None,,,,,,,02,01,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
green,green,down,cong,,,,,4,5,53,5,,,110.8278435410175,None,down,1,1.4315926669805776,110.8278435410175,None,,,,,,,02,01,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
green,blue,right,incong,,,,,4,6,54,7,,,112.76256925601047,None,right,1,0.5868136280041654,112.76256925601047,None,,,,,,,02,01,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
blue,green,down,incong,,,,,4,7,55,9,,,113.8604193580104,None,down,1,1.4828938720165752,113.8604193580104,None,,,,,,,02,01,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
red,green,down,incong,,,,,4,8,56,2,,,115.84423886501463,None,down,1,0.7310615959868301,115.84423886501463,None,,,,,,,02,01,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
blue,blue,right,cong,,,,,4,9,57,10,,,117.07772800599923,None,right,1,0.7705026240146253,117.07772800599923,None,,,,,,,02,01,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
red,red,left,cong,,,,,4,10,58,1,,,118.362218380993,None,left,1,0.5599139740224928,118.362218380993,None,,,,,,,02,01,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
blue,red,left,incong,,,,,4,11,59,8,,,119.42938716599019,None,left,1,0.8446947949996684,119.42938716599019,None,,,,,,,02,01,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
,,,,,,,,,,,,,,,,,,,,,,,,,120.33409888599999,None,,,,,,,
