text,letterColor,corrAns,congruent,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instr1.started,instr1.stopped,word.started,word.stopped,resp.keys,resp.corr,resp.rt,resp.started,resp.stopped,feedback_2.started,feedback_2.stopped,instrText.started,instrText.stopped,thanksText.started,thanksText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
blue,green,right,incong,0,10,10,9,,,,,,,33.62662792598712,None,right,1,2.3104129370185547,33.62662792598712,None,35.96345506698708,None,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
red,red,left,cong,0,11,11,0,,,,,,,37.461803867976414,None,left,1,0.5342480730032548,37.461803867976414,None,38.01552701499895,None,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
green,blue,down,incong,,,,,0,0,0,7,,,40.844475567981135,None,down,1,0.8902619190048426,40.844475567981135,None,,,39.04990615899442,None,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
red,blue,left,incong,,,,,0,1,1,3,,,42.24200471199583,None,left,1,0.3546867689874489,42.24200471199583,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
green,red,down,incong,,,,,0,2,2,4,,,43.10950763997971,None,down,1,0.3523385070147924,43.10950763997971,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
blue,blue,right,cong,,,,,0,3,3,10,,,43.95937980999588,None,right,1,0.49247192800976336,43.95937980999588,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
green,green,down,cong,,,,,0,4,4,6,,,44.961021166993305,None,down,1,0.6846331289852969,44.961021166993305,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
red,red,left,cong,,,,,0,5,5,1,,,46.1586858019873,None,left,1,0.5038474900065921,46.1586858019873,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
blue,red,right,incong,,,,,0,6,6,8,,,47.176491836988134,None,right,1,0.8141615729837213,47.176491836988134,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
red,green,left,incong,,,,,0,7,7,2,,,48.494418224989204,None,left,1,0.5882672489969991,48.494418224989204,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
blue,blue,right,cong,,,,,0,8,8,11,,,49.59194424998714,None,right,1,0.7016832459776197,49.59194424998714,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
green,green,down,cong,,,,,0,9,9,5,,,50.79193671999383,None,down,1,0.43565359100466594,50.79193671999383,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
blue,green,right,incong,,,,,0,10,10,9,,,51.72642172599444,None,right,1,0.9051344089966733,51.72642172599444,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
red,red,left,cong,,,,,0,11,11,0,,,53.14480315899709,None,left,1,0.5345943809952587,53.14480315899709,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
red,red,left,cong,,,,,1,0,12,1,,,54.193257357983384,None,left,1,0.6992418080044445,54.193257357983384,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
green,green,down,cong,,,,,1,1,13,6,,,55.394210762984585,None,down,1,0.9581162149843294,55.394210762984585,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
red,red,left,cong,,,,,1,2,14,0,,,56.8608149959764,None,left,1,0.5165961510210764,56.8608149959764,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
red,green,left,incong,,,,,1,3,15,2,,,57.87732703599613,None,left,1,0.4688895859871991,57.87732703599613,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
blue,blue,right,cong,,,,,1,4,16,10,,,58.85959198398632,None,right,1,0.5887567160243634,58.85959198398632,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
green,red,down,incong,,,,,1,5,17,4,,,59.95837661297992,None,down,1,0.8659056090109516,59.95837661297992,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
blue,red,right,incong,,,,,1,6,18,8,,,61.32490877597593,None,right,1,1.026239925995469,61.32490877597593,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
red,blue,left,incong,,,,,1,7,19,3,,,62.86098048297572,None,left,1,0.4510918690066319,62.86098048297572,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
blue,green,right,incong,,,,,1,8,20,9,,,63.8274796109763,None,right,1,0.7106257859850302,63.8274796109763,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
blue,blue,right,cong,,,,,1,9,21,11,,,65.04385312600061,None,right,1,0.503273992013419,65.04385312600061,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
green,blue,down,incong,,,,,1,10,22,7,,,66.0607394730032,None,down,1,0.5122210900008213,66.0607394730032,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
green,green,down,cong,,,,,1,11,23,5,,,67.07682378398022,None,down,1,1.2521653239964508,67.07682378398022,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
blue,green,right,incong,,,,,2,0,24,9,,,68.8440724099928,None,right,1,1.477936398005113,68.8440724099928,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
red,red,left,cong,,,,,2,1,25,0,,,70.8256201199838,None,left,1,0.5234309090010356,70.8256201199838,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
green,green,down,cong,,,,,2,2,26,5,,,71.86099537397968,None,right,0,0.6169981199782342,71.86099537397968,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
blue,blue,right,cong,,,,,2,3,27,11,,,72.975243177003,None,right,1,0.6097162930236664,72.975243177003,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
blue,red,right,incong,,,,,2,4,28,8,,,74.09264999697916,None,right,1,1.0011948300234508,74.09264999697916,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
red,red,left,cong,,,,,2,5,29,1,,,75.59130345500307,None,left,1,0.553373800998088,75.59130345500307,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
green,green,down,cong,,,,,2,6,30,6,,,76.65878985798918,None,down,1,0.8049160829978064,76.65878985798918,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
green,red,down,incong,,,,,2,7,31,4,,,77.97792821598705,None,down,1,0.6558725670038257,77.97792821598705,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
green,blue,down,incong,,,,,2,8,32,7,,,79.14324760099407,None,down,1,0.7832964219851419,79.14324760099407,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
red,green,left,incong,,,,,2,9,33,2,,,80.4418492729892,None,left,1,1.5797920360055286,80.4418492729892,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
blue,blue,right,cong,,,,,2,10,34,10,,,82.52531566098332,None,right,1,0.6164016680268105,82.52531566098332,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
red,blue,left,incong,,,,,2,11,35,3,,,83.64142366099986,None,left,1,0.47318151997751556,83.64142366099986,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
green,blue,down,incong,,,,,3,0,36,7,,,84.62778560098377,None,down,1,0.6568719830247574,84.62778560098377,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
red,blue,left,incong,,,,,3,1,37,3,,,85.79277732499759,None,left,1,0.7248126390040852,85.79277732499759,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
green,green,down,cong,,,,,3,2,38,6,,,87.0250685819774,None,down,1,2.0225245989859104,87.0250685819774,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
red,green,left,incong,,,,,3,3,39,2,,,89.55785373499384,None,left,1,0.6645291479944717,89.55785373499384,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
blue,green,right,incong,,,,,3,4,40,9,,,90.72658731398406,None,right,1,0.7997949080017861,90.72658731398406,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
blue,blue,right,cong,,,,,3,5,41,11,,,92.0264647299773,None,right,1,0.6628992159967311,92.0264647299773,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
green,red,down,incong,,,,,3,6,42,4,,,93.19175955597893,None,down,1,0.6755750500014983,93.19175955597893,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
red,red,left,cong,,,,,3,7,43,0,,,94.37522103899391,None,left,1,0.38905710002291016,94.37522103899391,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
blue,red,right,incong,,,,,3,8,44,8,,,95.27492338197771,None,right,1,0.6423400689964183,95.27492338197771,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
green,green,down,cong,,,,,3,9,45,5,,,96.42557050398318,None,down,1,0.7296678749844432,96.42557050398318,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
red,red,left,cong,,,,,3,10,46,1,,,97.66097245799028,None,left,1,0.4862011540099047,97.66097245799028,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
blue,blue,right,cong,,,,,3,11,47,10,,,98.66044611198595,None,right,1,0.8005219850165304,98.66044611198595,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
blue,green,right,incong,,,,,4,0,48,9,,,99.97631464898586,None,right,1,0.8728669729898684,99.97631464898586,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
red,blue,left,incong,,,,,4,1,49,3,,,101.35775703197578,None,left,1,0.6526938140159473,101.35775703197578,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
green,blue,down,incong,,,,,4,2,50,7,,,102.52620433899574,None,down,1,0.8555287490016781,102.52620433899574,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
red,red,left,cong,,,,,4,3,51,0,,,103.89163441199344,None,left,1,0.671483444981277,103.89163441199344,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
red,green,left,incong,,,,,4,4,52,2,,,105.07613198598847,None,left,1,1.316704610013403,105.07613198598847,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
red,red,left,cong,,,,,4,5,53,1,,,106.90999789300258,None,left,1,0.5767908019770402,106.90999789300258,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
blue,blue,right,cong,,,,,4,6,54,11,,,107.99168767698575,None,right,1,0.8491920249944087,107.99168767698575,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
blue,red,right,incong,,,,,4,7,55,8,,,109.34270291798748,None,right,1,0.688169844012009,109.34270291798748,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
green,green,down,cong,,,,,4,8,56,6,,,110.54401033098111,None,down,1,0.8596004789869767,110.54401033098111,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
green,green,down,cong,,,,,4,9,57,5,,,111.91066791099729,None,down,1,0.6419688989990391,111.91066791099729,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
green,red,down,incong,,,,,4,10,58,4,,,113.06047437997768,None,down,1,0.5770565830171108,113.06047437997768,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
blue,blue,right,cong,,,,,4,11,59,10,,,114.14072922497871,None,right,1,0.6930187520047184,114.14072922497871,None,,,,,,,rev02,01,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
,,,,,,,,,,,,,,,,,,,,,,,,,114.91674952799804,None,,,,,,,
