,text,letterColor,corrAns,congruent,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instr1.started,instr1.stopped,word.started,word.stopped,resp.keys,resp.corr,resp.rt,resp.started,resp.stopped,feedback_2.started,feedback_2.stopped,instrText.started,instrText.stopped,thanksText.started,thanksText.stopped,participant,session,date,expName,psychopyVersion,frameRate,Unnamed: 33
0,red,blue,left,incong,0.0,0.0,0.0,3.0,,,,,9.528437091998056,None,11.227436276996741,None,left,1.0,0.5741900239954703,11.227436276996741,None,11.844547327986222,None,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
1,red,green,left,incong,0.0,1.0,1.0,2.0,,,,,,,13.328185521997511,None,left,1.0,0.4434983239916619,13.328185521997511,None,13.79253886299557,None,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
2,blue,blue,right,cong,0.0,2.0,2.0,11.0,,,,,,,15.277845322998473,None,right,1.0,0.8886697039997671,15.277845322998473,None,16.198114508995786,None,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
3,blue,red,right,incong,0.0,3.0,3.0,8.0,,,,,,,17.69433847998152,None,right,1.0,0.6890030690119602,17.69433847998152,None,18.41692279500421,None,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
4,green,red,down,incong,0.0,4.0,4.0,4.0,,,,,,,19.91157229599776,None,down,1.0,0.354764404008165,19.91157229599776,None,20.291548298002454,None,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
5,blue,blue,right,cong,0.0,5.0,5.0,10.0,,,,,,,21.77729536397965,None,right,1.0,0.7390502439811826,21.77729536397965,None,22.545688083977442,None,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
6,green,blue,down,incong,0.0,6.0,6.0,7.0,,,,,,,24.026230299001327,None,down,1.0,0.5861925140197854,24.026230299001327,None,24.64751511599752,None,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
7,green,green,down,cong,0.0,7.0,7.0,6.0,,,,,,,26.14344464399619,None,down,1.0,0.9467033469991292,26.14344464399619,None,27.11011999999755,None,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
8,green,green,down,cong,0.0,8.0,8.0,5.0,,,,,,,28.59458769997582,None,down,1.0,1.4625846209819429,28.59458769997582,None,30.08171607198892,None,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
9,red,red,left,cong,0.0,9.0,9.0,1.0,,,,,,,31.575636139983548,None,left,1.0,0.5384986969875172,31.575636139983548,None,32.143223994993605,None,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
10,blue,green,right,incong,0.0,10.0,10.0,9.0,,,,,,,33.62662792598712,None,right,1.0,2.3104129370185547,33.62662792598712,None,35.96345506698707,None,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
11,red,red,left,cong,0.0,11.0,11.0,0.0,,,,,,,37.461803867976414,None,left,1.0,0.5342480730032548,37.461803867976414,None,38.01552701499895,None,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
12,green,blue,down,incong,,,,,0.0,0.0,0.0,7.0,,,40.844475567981135,None,down,1.0,0.8902619190048426,40.844475567981135,None,,,39.049906158994425,None,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
13,red,blue,left,incong,,,,,0.0,1.0,1.0,3.0,,,42.242004711995826,None,left,1.0,0.3546867689874489,42.242004711995826,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
14,green,red,down,incong,,,,,0.0,2.0,2.0,4.0,,,43.10950763997972,None,down,1.0,0.3523385070147924,43.10950763997972,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
15,blue,blue,right,cong,,,,,0.0,3.0,3.0,10.0,,,43.95937980999588,None,right,1.0,0.4924719280097634,43.95937980999588,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
16,green,green,down,cong,,,,,0.0,4.0,4.0,6.0,,,44.961021166993305,None,down,1.0,0.6846331289852969,44.961021166993305,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
17,red,red,left,cong,,,,,0.0,5.0,5.0,1.0,,,46.158685801987296,None,left,1.0,0.5038474900065921,46.158685801987296,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
18,blue,red,right,incong,,,,,0.0,6.0,6.0,8.0,,,47.176491836988134,None,right,1.0,0.8141615729837213,47.176491836988134,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
19,red,green,left,incong,,,,,0.0,7.0,7.0,2.0,,,48.494418224989204,None,left,1.0,0.5882672489969991,48.494418224989204,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
20,blue,blue,right,cong,,,,,0.0,8.0,8.0,11.0,,,49.591944249987144,None,right,1.0,0.7016832459776197,49.591944249987144,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
21,green,green,down,cong,,,,,0.0,9.0,9.0,5.0,,,50.79193671999383,None,down,1.0,0.4356535910046659,50.79193671999383,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
22,blue,green,right,incong,,,,,0.0,10.0,10.0,9.0,,,51.726421725994435,None,right,1.0,0.9051344089966732,51.726421725994435,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
23,red,red,left,cong,,,,,0.0,11.0,11.0,0.0,,,53.1448031589971,None,left,1.0,0.5345943809952587,53.1448031589971,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
24,red,red,left,cong,,,,,1.0,0.0,12.0,1.0,,,54.19325735798338,None,left,1.0,0.6992418080044445,54.19325735798338,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
25,green,green,down,cong,,,,,1.0,1.0,13.0,6.0,,,55.39421076298458,None,down,1.0,0.9581162149843294,55.39421076298458,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
26,red,red,left,cong,,,,,1.0,2.0,14.0,0.0,,,56.8608149959764,None,left,1.0,0.5165961510210764,56.8608149959764,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
27,red,green,left,incong,,,,,1.0,3.0,15.0,2.0,,,57.87732703599613,None,left,1.0,0.4688895859871991,57.87732703599613,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
28,blue,blue,right,cong,,,,,1.0,4.0,16.0,10.0,,,58.85959198398632,None,right,1.0,0.5887567160243634,58.85959198398632,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
29,green,red,down,incong,,,,,1.0,5.0,17.0,4.0,,,59.95837661297992,None,down,1.0,0.8659056090109516,59.95837661297992,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
30,blue,red,right,incong,,,,,1.0,6.0,18.0,8.0,,,61.324908775975935,None,right,1.0,1.026239925995469,61.324908775975935,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
31,red,blue,left,incong,,,,,1.0,7.0,19.0,3.0,,,62.86098048297572,None,left,1.0,0.4510918690066319,62.86098048297572,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
32,blue,green,right,incong,,,,,1.0,8.0,20.0,9.0,,,63.8274796109763,None,right,1.0,0.7106257859850302,63.8274796109763,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
33,blue,blue,right,cong,,,,,1.0,9.0,21.0,11.0,,,65.0438531260006,None,right,1.0,0.5032739920134189,65.0438531260006,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
34,green,blue,down,incong,,,,,1.0,10.0,22.0,7.0,,,66.06073947300321,None,down,1.0,0.5122210900008213,66.06073947300321,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
35,green,green,down,cong,,,,,1.0,11.0,23.0,5.0,,,67.07682378398022,None,down,1.0,1.2521653239964508,67.07682378398022,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
36,blue,green,right,incong,,,,,2.0,0.0,24.0,9.0,,,68.8440724099928,None,right,1.0,1.477936398005113,68.8440724099928,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
37,red,red,left,cong,,,,,2.0,1.0,25.0,0.0,,,70.8256201199838,None,left,1.0,0.5234309090010356,70.8256201199838,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
38,green,green,down,cong,,,,,2.0,2.0,26.0,5.0,,,71.86099537397968,None,right,0.0,0.6169981199782342,71.86099537397968,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
39,blue,blue,right,cong,,,,,2.0,3.0,27.0,11.0,,,72.97524317700301,None,right,1.0,0.6097162930236664,72.97524317700301,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
40,blue,red,right,incong,,,,,2.0,4.0,28.0,8.0,,,74.09264999697916,None,right,1.0,1.0011948300234508,74.09264999697916,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
41,red,red,left,cong,,,,,2.0,5.0,29.0,1.0,,,75.59130345500306,None,left,1.0,0.5533738009980881,75.59130345500306,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
42,green,green,down,cong,,,,,2.0,6.0,30.0,6.0,,,76.65878985798919,None,down,1.0,0.8049160829978064,76.65878985798919,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
43,green,red,down,incong,,,,,2.0,7.0,31.0,4.0,,,77.97792821598705,None,down,1.0,0.6558725670038257,77.97792821598705,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
44,green,blue,down,incong,,,,,2.0,8.0,32.0,7.0,,,79.14324760099406,None,down,1.0,0.7832964219851419,79.14324760099406,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
45,red,green,left,incong,,,,,2.0,9.0,33.0,2.0,,,80.4418492729892,None,left,1.0,1.5797920360055286,80.4418492729892,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
46,blue,blue,right,cong,,,,,2.0,10.0,34.0,10.0,,,82.52531566098331,None,right,1.0,0.6164016680268105,82.52531566098331,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
47,red,blue,left,incong,,,,,2.0,11.0,35.0,3.0,,,83.64142366099986,None,left,1.0,0.4731815199775156,83.64142366099986,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
48,green,blue,down,incong,,,,,3.0,0.0,36.0,7.0,,,84.62778560098376,None,down,1.0,0.6568719830247574,84.62778560098376,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
49,red,blue,left,incong,,,,,3.0,1.0,37.0,3.0,,,85.7927773249976,None,left,1.0,0.7248126390040852,85.7927773249976,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
50,green,green,down,cong,,,,,3.0,2.0,38.0,6.0,,,87.02506858197741,None,down,1.0,2.0225245989859104,87.02506858197741,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
51,red,green,left,incong,,,,,3.0,3.0,39.0,2.0,,,89.55785373499384,None,left,1.0,0.6645291479944717,89.55785373499384,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
52,blue,green,right,incong,,,,,3.0,4.0,40.0,9.0,,,90.72658731398407,None,right,1.0,0.7997949080017861,90.72658731398407,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
53,blue,blue,right,cong,,,,,3.0,5.0,41.0,11.0,,,92.0264647299773,None,right,1.0,0.6628992159967311,92.0264647299773,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
54,green,red,down,incong,,,,,3.0,6.0,42.0,4.0,,,93.19175955597893,None,down,1.0,0.6755750500014983,93.19175955597893,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
55,red,red,left,cong,,,,,3.0,7.0,43.0,0.0,,,94.37522103899393,None,left,1.0,0.38905710002291016,94.37522103899393,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
56,blue,red,right,incong,,,,,3.0,8.0,44.0,8.0,,,95.27492338197771,None,right,1.0,0.6423400689964183,95.27492338197771,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
57,green,green,down,cong,,,,,3.0,9.0,45.0,5.0,,,96.4255705039832,None,down,1.0,0.7296678749844432,96.4255705039832,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
58,red,red,left,cong,,,,,3.0,10.0,46.0,1.0,,,97.66097245799028,None,left,1.0,0.4862011540099047,97.66097245799028,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
59,blue,blue,right,cong,,,,,3.0,11.0,47.0,10.0,,,98.66044611198595,None,right,1.0,0.8005219850165304,98.66044611198595,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
60,blue,green,right,incong,,,,,4.0,0.0,48.0,9.0,,,99.97631464898586,None,right,1.0,0.8728669729898684,99.97631464898586,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
61,red,blue,left,incong,,,,,4.0,1.0,49.0,3.0,,,101.35775703197578,None,left,1.0,0.6526938140159473,101.35775703197578,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
62,green,blue,down,incong,,,,,4.0,2.0,50.0,7.0,,,102.52620433899574,None,down,1.0,0.8555287490016781,102.52620433899574,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
