,text,letterColor,corrAns,congruent,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instr1.started,instr1.stopped,word.started,word.stopped,resp.keys,resp.corr,resp.rt,resp.started,resp.stopped,feedback_2.started,feedback_2.stopped,instrText.started,instrText.stopped,thanksText.started,thanksText.stopped,participant,session,date,expName,psychopyVersion,frameRate,Unnamed: 33
63,red,red,left,cong,,,,,4.0,3.0,51.0,0.0,,,103.89163441199345,None,left,1.0,0.671483444981277,103.89163441199345,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
64,red,green,left,incong,,,,,4.0,4.0,52.0,2.0,,,105.07613198598848,None,left,1.0,1.3167046100134032,105.07613198598848,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
65,red,red,left,cong,,,,,4.0,5.0,53.0,1.0,,,106.90999789300258,None,left,1.0,0.5767908019770402,106.90999789300258,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
66,blue,blue,right,cong,,,,,4.0,6.0,54.0,11.0,,,107.99168767698576,None,right,1.0,0.8491920249944087,107.99168767698576,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
67,blue,red,right,incong,,,,,4.0,7.0,55.0,8.0,,,109.34270291798748,None,right,1.0,0.6881698440120091,109.34270291798748,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
68,green,green,down,cong,,,,,4.0,8.0,56.0,6.0,,,110.54401033098112,None,down,1.0,0.8596004789869767,110.54401033098112,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
69,green,green,down,cong,,,,,4.0,9.0,57.0,5.0,,,111.91066791099728,None,down,1.0,0.6419688989990391,111.91066791099728,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
70,green,red,down,incong,,,,,4.0,10.0,58.0,4.0,,,113.06047437997768,None,down,1.0,0.5770565830171108,113.06047437997768,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
71,blue,blue,right,cong,,,,,4.0,11.0,59.0,10.0,,,114.14072922497871,None,right,1.0,0.6930187520047184,114.14072922497871,None,,,,,,,rev02,1.0,2020_Apr_04_1350,stroopReverse,2020.1.2,60.43838913749771,
72,red,red,left,cong,0.0,0.0,0.0,0.0,,,,,11.56727542099543,None,20.99120420200052,None,left,1.0,0.8883012259902898,20.99120420200052,None,21.924471145001007,None,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
73,green,green,down,cong,0.0,1.0,1.0,5.0,,,,,,,23.391387968003983,None,down,1.0,0.5851297050248832,23.391387968003983,None,24.011628420994388,None,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
74,blue,red,right,incong,0.0,2.0,2.0,8.0,,,,,,,25.50814548900234,None,left,0.0,0.6383601340057794,25.50814548900234,None,26.19207128099515,None,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
75,green,red,down,incong,0.0,3.0,3.0,4.0,,,,,,,27.671697832003698,None,down,1.0,2.453315916995052,27.671697832003698,None,30.175363747985106,None,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
76,green,blue,down,incong,0.0,4.0,4.0,7.0,,,,,,,31.64224635300343,None,down,1.0,3.5837215009960346,31.64224635300343,None,35.262000292976154,None,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
77,red,green,left,incong,0.0,5.0,5.0,2.0,,,,,,,36.75528626400046,None,left,1.0,1.7383901189896278,36.75528626400046,None,38.54158842298784,None,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
78,blue,green,right,incong,0.0,6.0,6.0,9.0,,,,,,,40.02277229400352,None,right,1.0,4.118683278997197,40.02277229400352,None,44.17461561100208,None,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
79,green,green,down,cong,0.0,7.0,7.0,6.0,,,,,,,45.63969868098502,None,down,1.0,4.204820012004348,45.63969868098502,None,49.872523158002885,None,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
80,blue,blue,right,cong,0.0,8.0,8.0,10.0,,,,,,,51.357784781983355,None,right,1.0,0.7235426319821272,51.357784781983355,None,52.11228648299584,None,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
81,blue,blue,right,cong,0.0,9.0,9.0,11.0,,,,,,,53.606422194978215,None,right,1.0,1.259840691986028,53.606422194978215,None,54.894514853978755,None,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
82,red,red,left,cong,0.0,10.0,10.0,1.0,,,,,,,56.388634225004346,None,left,1.0,0.6123855920159258,56.388634225004346,None,57.02175258399802,None,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
83,red,blue,left,incong,0.0,11.0,11.0,3.0,,,,,,,58.50720237698988,None,right,0.0,1.0150315729842987,58.50720237698988,None,59.54341662098886,None,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
84,red,green,left,incong,,,,,0.0,0.0,0.0,2.0,,,68.75806212599855,None,left,1.0,2.8006221260002353,68.75806212599855,None,,,60.591315061989015,None,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
85,green,blue,down,incong,,,,,0.0,1.0,1.0,7.0,,,72.0716437639785,None,down,1.0,1.3180964460188989,72.0716437639785,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
86,blue,red,right,incong,,,,,0.0,2.0,2.0,8.0,,,73.88938332599355,None,right,1.0,1.156269484985387,73.88938332599355,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
87,blue,blue,right,cong,,,,,0.0,3.0,3.0,10.0,,,75.55683974799467,None,right,1.0,0.9646622500149532,75.55683974799467,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
88,blue,green,right,incong,,,,,0.0,4.0,4.0,9.0,,,77.02373305399671,None,right,1.0,0.5219380009802991,77.02373305399671,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
89,green,green,down,cong,,,,,0.0,5.0,5.0,5.0,,,78.05624792000162,None,down,1.0,0.5861614810128231,78.05624792000162,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
90,blue,blue,right,cong,,,,,0.0,6.0,6.0,11.0,,,79.15535909897879,None,right,1.0,0.8460352160036564,79.15535909897879,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
91,red,red,left,cong,,,,,0.0,7.0,7.0,0.0,,,80.50474984900211,None,left,1.0,1.1318092069996055,80.50474984900211,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
92,red,red,left,cong,,,,,0.0,8.0,8.0,1.0,,,82.13855298998533,None,left,1.0,0.4607599760056473,82.13855298998533,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
93,green,red,down,incong,,,,,0.0,9.0,9.0,4.0,,,83.10719056599191,None,down,1.0,1.136177028005477,83.10719056599191,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
94,red,blue,left,incong,,,,,0.0,10.0,10.0,3.0,,,84.75520543998573,None,right,0.0,0.6832126530061942,84.75520543998573,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
95,green,green,down,cong,,,,,0.0,11.0,11.0,6.0,,,85.94033363700146,None,down,1.0,0.9789737469982356,85.94033363700146,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
96,blue,green,right,incong,,,,,1.0,0.0,12.0,9.0,,,87.42455365500065,None,right,1.0,1.8995601499918848,87.42455365500065,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
97,blue,blue,right,cong,,,,,1.0,1.0,13.0,10.0,,,89.83991799299837,None,right,1.0,0.7053424600162543,89.83991799299837,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
98,blue,blue,right,cong,,,,,1.0,2.0,14.0,11.0,,,91.05609768099384,None,right,1.0,0.4349684540065937,91.05609768099384,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
99,red,red,left,cong,,,,,1.0,3.0,15.0,0.0,,,92.00699844097835,None,left,1.0,0.5349852469807956,92.00699844097835,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
100,green,red,down,incong,,,,,1.0,4.0,16.0,4.0,,,93.05709687198394,None,down,1.0,0.7768694320111535,93.05709687198394,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
101,red,blue,left,incong,,,,,1.0,5.0,17.0,3.0,,,94.33886446399264,None,left,1.0,0.8439155439846218,94.33886446399264,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
102,red,red,left,cong,,,,,1.0,6.0,18.0,1.0,,,95.6897805579938,None,left,1.0,0.6190940469969064,95.6897805579938,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
103,green,blue,down,incong,,,,,1.0,7.0,19.0,7.0,,,96.82248062398868,None,down,1.0,1.098340113006998,96.82248062398868,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
104,green,green,down,cong,,,,,1.0,8.0,20.0,5.0,,,98.42294663799112,None,down,1.0,0.7170230879855808,98.42294663799112,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
105,green,green,down,cong,,,,,1.0,9.0,21.0,6.0,,,99.64098308698158,None,down,1.0,0.4578467050159816,99.64098308698158,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
106,red,green,left,incong,,,,,1.0,10.0,22.0,2.0,,,100.60575159898144,None,left,1.0,0.8921773780020885,100.60575159898144,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
107,blue,red,right,incong,,,,,1.0,11.0,23.0,8.0,,,102.0051802340022,None,left,0.0,2.21362890698947,102.0051802340022,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
108,blue,blue,right,cong,,,,,2.0,0.0,24.0,10.0,,,104.72159425899737,None,right,1.0,0.8460096689814236,104.72159425899737,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
109,blue,green,right,incong,,,,,2.0,1.0,25.0,9.0,,,106.07275217198185,None,right,1.0,0.8299278990016319,106.07275217198185,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
110,green,red,down,incong,,,,,2.0,2.0,26.0,4.0,,,107.40480877200024,None,down,1.0,0.8669038180087227,107.40480877200024,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
111,red,blue,left,incong,,,,,2.0,3.0,27.0,3.0,,,108.77124303099116,None,left,1.0,0.8574660500162281,108.77124303099116,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
112,blue,blue,right,cong,,,,,2.0,4.0,28.0,11.0,,,110.13927796500502,None,right,1.0,0.8591740170086268,110.13927796500502,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
