upperWord,lowerWord,corrAns,wordType,n,fixation.started_mean,fixation.started_raw,fixation.started_std,fixation.stopped_raw,lowerStim.started_mean,lowerStim.started_raw,lowerStim.started_std,lowerStim.stopped_raw,resp.corr_mean,resp.corr_raw,resp.corr_std,resp.keys_raw,resp.rt_mean,resp.rt_raw,resp.rt_std,resp.started_mean,resp.started_raw,resp.started_std,resp.stopped_raw,upperStim.started_mean,upperStim.started_raw,upperStim.started_std,upperStim.stopped_raw,order
PAKE,PIKE,down,WORD,1.0,18.39458465576172,18.39458465576172,0.0,,19.361539840698242,19.361539840698242,0.0,,0.0,0.0,0.0,'up',0.5637552738189697,0.5637552738189697,0.0,19.361539840698242,19.361539840698242,0.0,,19.361539840698242,19.361539840698242,0.0,,4.0
PASH,PATH,down,WORD,1.0,27.211271286010742,27.211271286010742,0.0,,28.179332733154297,28.179332733154297,0.0,,1.0,1.0,0.0,'down',0.7028148770332336,0.7028148770332336,0.0,28.179332733154297,28.179332733154297,0.0,,28.179332733154297,28.179332733154297,0.0,,9.0
PAUD,PAID,down,WORD,1.0,14.881935119628906,14.881935119628906,0.0,,15.8613862991333,15.8613862991333,0.0,,1.0,1.0,0.0,'down',0.7349733710289001,0.7349733710289001,0.0,15.8613862991333,15.8613862991333,0.0,,15.8613862991333,15.8613862991333,0.0,,2.0
SLUB,SLAB,down,WORD,1.0,21.699798583984375,21.699798583984375,0.0,,22.677772521972656,22.677772521972656,0.0,,1.0,1.0,0.0,'down',0.8484352827072144,0.8484352827072144,0.0,22.677772521972656,22.677772521972656,0.0,,22.677772521972656,22.677772521972656,0.0,,6.0
VOME,VOTE,down,WORD,1.0,43.77983093261719,43.77983093261719,0.0,,44.747066497802734,44.747066497802734,0.0,,1.0,1.0,0.0,'down',0.7486276030540466,0.7486276030540466,0.0,44.747066497802734,44.747066497802734,0.0,,44.747066497802734,44.747066497802734,0.0,,19.0

extraInfo
participant,debug2
session,001
native language,Danish
date,2020_Apr_10_1101
expName,pseudohomophones_EW
psychopyVersion,2020.1.2
frameRate,60.30547763089138
