text,letterColor,corrAns,congruent,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instrText.started,instrText.stopped,word.started,word.stopped,resp.keys,resp.corr,resp.rt,resp.started,resp.stopped,thanksText.started,thanksText.stopped,session,participant,date,expName,psychopyVersion,frameRate,
red,red,left,1,0,0,0,0,23.287201743980404,None,30.561659061000682,None,left,1,1.1239715729898307,30.561659061000682,None,,,01,01,2020_Apr_04_0835,stroop,2020.1.2,60.05505258177558,
red,green,down,0,0,1,1,1,,,32.19191870698705,None,down,1,0.8827095440065023,32.19191870698705,None,,,01,01,2020_Apr_04_0835,stroop,2020.1.2,60.05505258177558,
green,blue,right,0,0,2,2,3,,,33.575173844001256,None,right,1,0.4773139850003645,33.575173844001256,None,,,01,01,2020_Apr_04_0835,stroop,2020.1.2,60.05505258177558,
blue,blue,right,1,0,3,3,4,,,34.5619866559864,None,right,1,0.6155794060032349,34.5619866559864,None,,,01,01,2020_Apr_04_0835,stroop,2020.1.2,60.05505258177558,
green,green,down,1,0,4,4,2,,,35.69395740900654,None,down,1,0.8124830980086699,35.69395740900654,None,,,01,01,2020_Apr_04_0835,stroop,2020.1.2,60.05505258177558,
blue,red,left,0,0,5,5,5,,,37.01074217900168,None,left,1,1.4948099410103168,37.01074217900168,None,,,01,01,2020_Apr_04_0835,stroop,2020.1.2,60.05505258177558,
red,green,down,0,1,0,6,1,,,39.010584486997686,None,down,1,0.8979434969951399,39.010584486997686,None,,,01,01,2020_Apr_04_0835,stroop,2020.1.2,60.05505258177558,
green,green,down,1,1,1,7,2,,,40.40845732798334,None,down,1,0.5528319300210569,40.40845732798334,None,,,01,01,2020_Apr_04_0835,stroop,2020.1.2,60.05505258177558,
red,red,left,1,1,2,8,0,,,41.47862289400655,None,left,1,0.7617821790045127,41.47862289400655,None,,,01,01,2020_Apr_04_0835,stroop,2020.1.2,60.05505258177558,
blue,blue,right,1,1,3,9,4,,,42.74263982998673,None,right,1,0.6487987869768403,42.74263982998673,None,,,01,01,2020_Apr_04_0835,stroop,2020.1.2,60.05505258177558,
blue,red,left,0,1,4,10,5,,,43.89296691698837,None,left,1,1.3742430200218223,43.89296691698837,None,,,01,01,2020_Apr_04_0835,stroop,2020.1.2,60.05505258177558,
green,blue,right,0,1,5,11,3,,,45.77711231500143,None,right,1,0.8681021119991783,45.77711231500143,None,,,01,01,2020_Apr_04_0835,stroop,2020.1.2,60.05505258177558,
blue,red,left,0,2,0,12,5,,,47.15881612498197,None,left,1,1.572222579998197,47.15881612498197,None,,,01,01,2020_Apr_04_0835,stroop,2020.1.2,60.05505258177558,
blue,blue,right,1,2,1,13,4,,,49.24328242399497,None,right,1,0.8479593879892491,49.24328242399497,None,,,01,01,2020_Apr_04_0835,stroop,2020.1.2,60.05505258177558,
