text,letterColor,corrAns,congruent,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instrText.started,instrText.stopped,word.started,word.stopped,resp.keys,resp.corr,resp.rt,resp.started,resp.stopped,thanksText.started,thanksText.stopped,session,participant,date,expName,psychopyVersion,frameRate,
green,blue,right,0,2,2,14,3,,,50.59273688000394,None,right,1,0.6404008020181209,50.59273688000394,None,,,01,01,2020_Apr_04_0835,stroop,2020.1.2,60.05505258177558,
red,green,down,0,2,3,15,1,,,51.7409892680007,None,down,1,1.306087232020218,51.7409892680007,None,,,01,01,2020_Apr_04_0835,stroop,2020.1.2,60.05505258177558,
red,red,left,1,2,4,16,0,,,53.55945702799363,None,left,1,0.7695643600018229,53.55945702799363,None,,,01,01,2020_Apr_04_0835,stroop,2020.1.2,60.05505258177558,
green,green,down,1,2,5,17,2,,,54.84309843700612,None,down,1,0.9168195000092965,54.84309843700612,None,,,01,01,2020_Apr_04_0835,stroop,2020.1.2,60.05505258177558,
green,blue,right,0,3,0,18,3,,,56.276126579992706,None,right,1,0.8667593720019795,56.276126579992706,None,,,01,01,2020_Apr_04_0835,stroop,2020.1.2,60.05505258177558,
blue,blue,right,1,3,1,19,4,,,57.658262490993366,None,right,1,1.001580551994266,57.658262490993366,None,,,01,01,2020_Apr_04_0835,stroop,2020.1.2,60.05505258177558,
red,green,down,0,3,2,20,1,,,59.17493176899734,None,left,0,1.8149727669951972,59.17493176899734,None,,,01,01,2020_Apr_04_0835,stroop,2020.1.2,60.05505258177558,
red,red,left,1,3,3,21,0,,,61.49188600099296,None,left,1,1.4889435109798796,61.49188600099296,None,,,01,01,2020_Apr_04_0835,stroop,2020.1.2,60.05505258177558,
blue,red,left,0,3,4,22,5,,,63.4938770349836,None,left,1,2.0829197659913916,63.4938770349836,None,,,01,01,2020_Apr_04_0835,stroop,2020.1.2,60.05505258177558,
green,green,down,1,3,5,23,2,,,66.0936097369995,None,right,0,0.6619299709855113,66.0936097369995,None,,,01,01,2020_Apr_04_0835,stroop,2020.1.2,60.05505258177558,
red,green,down,0,4,0,24,1,,,67.25768056098605,None,down,1,1.5127920590166468,67.25768056098605,None,,,01,01,2020_Apr_04_0835,stroop,2020.1.2,60.05505258177558,
blue,blue,right,1,4,1,25,4,,,69.27569796398166,None,right,1,0.5267462260089815,69.27569796398166,None,,,01,01,2020_Apr_04_0835,stroop,2020.1.2,60.05505258177558,
red,red,left,1,4,2,26,0,,,70.30809897798463,None,left,1,1.0983644939842634,70.30809897798463,None,,,01,01,2020_Apr_04_0835,stroop,2020.1.2,60.05505258177558,
blue,red,left,0,4,3,27,5,,,71.90731788298581,None,left,1,1.3431290030130185,71.90731788298581,None,,,01,01,2020_Apr_04_0835,stroop,2020.1.2,60.05505258177558,
green,blue,right,0,4,4,28,3,,,73.75755274499534,None,right,1,0.9787758399907034,73.75755274499534,None,,,01,01,2020_Apr_04_0835,stroop,2020.1.2,60.05505258177558,
green,green,down,1,4,5,29,2,,,75.24152686298476,None,down,1,0.9106973299931269,75.24152686298476,None,,,01,01,2020_Apr_04_0835,stroop,2020.1.2,60.05505258177558,
,,,,,,,,,,,,,,,,,76.2104851900076,None,,,,,,,
