,Unnamed: 0,Unnamed: 25,congruent,corrAns,date,expName,frameRate,instrText.started,instrText.stopped,letterColor,participant,psychopyVersion,resp.corr,resp.keys,resp.rt,resp.started,resp.stopped,session,text,thanksText.started,thanksText.stopped,trials.thisIndex,trials.thisN,trials.thisRepN,trials.thisTrialN,word.started,word.stopped
119,59.0,,0.0,left,2020_Apr_04_0836,stroop,59.98458072042144,,,red,2.0,2020.1.2,1.0,left,0.8931036239955574,52.84914907001074,None,1.0,blue,,,5.0,29.0,4.0,5.0,52.84914907001074,None
120,60.0,,0.0,right,2020_Apr_04_0837,stroop,60.27664509172807,11.676368519023526,None,blue,3.0,2020.1.2,1.0,right,0.8550324859970715,13.22638175301836,None,1.0,green,,,3.0,0.0,0.0,0.0,13.22638175301836,None
121,61.0,,1.0,down,2020_Apr_04_0837,stroop,60.27664509172807,,,green,3.0,2020.1.2,1.0,down,0.7414634599990677,14.589858204999473,None,1.0,green,,,2.0,1.0,0.0,1.0,14.589858204999473,None
122,62.0,,0.0,down,2020_Apr_04_0837,stroop,60.27664509172807,,,green,3.0,2020.1.2,1.0,down,0.6349451109999791,15.843385209009284,None,1.0,red,,,1.0,2.0,0.0,2.0,15.843385209009284,None
123,63.0,,1.0,right,2020_Apr_04_0837,stroop,60.27664509172807,,,blue,3.0,2020.1.2,1.0,right,0.6370294659864157,16.993305488023907,None,1.0,blue,,,4.0,3.0,0.0,3.0,16.993305488023907,None
124,64.0,,0.0,left,2020_Apr_04_0837,stroop,60.27664509172807,,,red,3.0,2020.1.2,1.0,left,0.6847549520025495,18.142429101018934,None,1.0,blue,,,5.0,4.0,0.0,4.0,18.142429101018934,None
125,65.0,,1.0,left,2020_Apr_04_0837,stroop,60.27664509172807,,,red,3.0,2020.1.2,1.0,left,0.5201150630018674,19.343191081017718,None,1.0,red,,,0.0,5.0,0.0,5.0,19.343191081017718,None
126,66.0,,1.0,down,2020_Apr_04_0837,stroop,60.27664509172807,,,green,3.0,2020.1.2,1.0,down,0.7564978619921021,20.37657889199909,None,1.0,green,,,2.0,6.0,1.0,0.0,20.37657889199909,None
127,67.0,,0.0,down,2020_Apr_04_0837,stroop,60.27664509172807,,,green,3.0,2020.1.2,1.0,down,0.3595193829969503,21.642590410017878,None,1.0,red,,,1.0,7.0,1.0,1.0,21.642590410017878,None
128,68.0,,1.0,right,2020_Apr_04_0837,stroop,60.27664509172807,,,blue,3.0,2020.1.2,1.0,right,0.4646190850180574,22.509418215020556,None,1.0,blue,,,4.0,8.0,1.0,2.0,22.509418215020556,None
129,69.0,,0.0,right,2020_Apr_04_0837,stroop,60.27664509172807,,,blue,3.0,2020.1.2,1.0,right,0.5613639210059773,23.47674856701633,None,1.0,green,,,3.0,9.0,1.0,3.0,23.47674856701633,None
130,70.0,,1.0,left,2020_Apr_04_0837,stroop,60.27664509172807,,,red,3.0,2020.1.2,0.0,down,0.6498190069978591,24.54319789801957,None,1.0,red,,,0.0,10.0,1.0,4.0,24.54319789801957,None
131,71.0,,0.0,left,2020_Apr_04_0837,stroop,60.27664509172807,,,red,3.0,2020.1.2,1.0,left,0.8148503889970016,25.70722656100407,None,1.0,blue,,,5.0,11.0,1.0,5.0,25.70722656100407,None
132,72.0,,1.0,right,2020_Apr_04_0837,stroop,60.27664509172807,,,blue,3.0,2020.1.2,1.0,right,1.7743221200071275,27.02687594201416,None,1.0,blue,,,4.0,12.0,2.0,0.0,27.02687594201416,None
133,73.0,,1.0,down,2020_Apr_04_0837,stroop,60.27664509172807,,,green,3.0,2020.1.2,1.0,down,0.5409276999998838,29.308105091011385,None,1.0,green,,,2.0,13.0,2.0,1.0,29.308105091011385,None
134,74.0,,0.0,left,2020_Apr_04_0837,stroop,60.27664509172807,,,red,3.0,2020.1.2,1.0,left,0.5474638289888389,30.357530939014396,None,1.0,blue,,,5.0,14.0,2.0,2.0,30.357530939014396,None
135,75.0,,1.0,left,2020_Apr_04_0837,stroop,60.27664509172807,,,red,3.0,2020.1.2,1.0,left,0.5605552139750216,31.408285436016737,None,1.0,red,,,0.0,15.0,2.0,3.0,31.408285436016737,None
136,76.0,,0.0,right,2020_Apr_04_0837,stroop,60.27664509172807,,,blue,3.0,2020.1.2,1.0,right,0.9500128839863464,32.47504441899946,None,1.0,green,,,3.0,16.0,2.0,4.0,32.47504441899946,None
137,77.0,,0.0,down,2020_Apr_04_0837,stroop,60.27664509172807,,,green,3.0,2020.1.2,1.0,down,0.941859537997516,33.94387698802166,None,1.0,red,,,1.0,17.0,2.0,5.0,33.94387698802166,None
138,78.0,,1.0,left,2020_Apr_04_0837,stroop,60.27664509172807,,,red,3.0,2020.1.2,1.0,left,0.7254886519804131,35.392227730015286,None,1.0,red,,,0.0,18.0,3.0,0.0,35.392227730015286,None
139,79.0,,1.0,down,2020_Apr_04_0837,stroop,60.27664509172807,,,green,3.0,2020.1.2,1.0,down,1.019151510001393,36.623783311020816,None,1.0,green,,,2.0,19.0,3.0,1.0,36.623783311020816,None
140,80.0,,1.0,right,2020_Apr_04_0837,stroop,60.27664509172807,,,blue,3.0,2020.1.2,1.0,right,0.6988897250266746,38.156861824012594,None,1.0,blue,,,4.0,20.0,3.0,2.0,38.156861824012594,None
141,81.0,,0.0,left,2020_Apr_04_0837,stroop,60.27664509172807,,,red,3.0,2020.1.2,1.0,left,0.8197651829977985,39.357952848018606,None,1.0,blue,,,5.0,21.0,3.0,3.0,39.357952848018606,None
142,82.0,,0.0,right,2020_Apr_04_0837,stroop,60.27664509172807,,,blue,3.0,2020.1.2,1.0,right,1.3041984489827882,40.690384215005906,None,1.0,green,,,3.0,22.0,3.0,4.0,40.690384215005906,None
143,83.0,,0.0,down,2020_Apr_04_0837,stroop,60.27664509172807,,,green,3.0,2020.1.2,1.0,down,1.1044929159979802,42.50713024300058,None,1.0,red,,,1.0,23.0,3.0,5.0,42.50713024300058,None
144,84.0,,1.0,down,2020_Apr_04_0837,stroop,60.27664509172807,,,green,3.0,2020.1.2,1.0,down,0.5087708680075593,44.12390248599695,None,1.0,green,,,2.0,24.0,4.0,0.0,44.12390248599695,None
145,85.0,,0.0,right,2020_Apr_04_0837,stroop,60.27664509172807,,,blue,3.0,2020.1.2,1.0,right,0.6535862559976522,45.142023363005144,None,1.0,green,,,3.0,25.0,4.0,1.0,45.142023363005144,None
146,86.0,,0.0,left,2020_Apr_04_0837,stroop,60.27664509172807,,,red,3.0,2020.1.2,1.0,left,0.6683439940097742,46.30709425499664,None,1.0,blue,,,5.0,26.0,4.0,2.0,46.30709425499664,None
147,87.0,,0.0,down,2020_Apr_04_0837,stroop,60.27664509172807,,,green,3.0,2020.1.2,1.0,down,0.9502559779793956,47.476172964001314,None,1.0,red,,,1.0,27.0,4.0,3.0,47.476172964001314,None
148,88.0,,1.0,right,2020_Apr_04_0837,stroop,60.27664509172807,,,blue,3.0,2020.1.2,1.0,right,0.7193786249845289,48.9421059510205,None,1.0,blue,,,4.0,28.0,4.0,4.0,48.9421059510205,None
149,89.0,,1.0,left,2020_Apr_04_0837,stroop,60.27664509172807,,,red,3.0,2020.1.2,1.0,left,0.5427653150109109,50.17359020499862,None,1.0,red,,,0.0,29.0,4.0,5.0,50.17359020499862,None
150,,,1.0,left,2020_Apr_04_0836,stroop,59.98458072042144,10.652306149015203,None,red,2.0,2020.1.2,1.0,left,0.8709385730035137,13.003217362012947,None,1.0,red,,,0.0,0.0,0.0,0.0,13.003217362012947,None
151,,,1.0,right,2020_Apr_04_0836,stroop,59.98458072042144,,,blue,2.0,2020.1.2,1.0,right,0.7522510720009449,14.384973976004405,None,1.0,blue,,,4.0,1.0,0.0,1.0,14.384973976004405,None
152,,,0.0,down,2020_Apr_04_0836,stroop,59.98458072042144,,,green,2.0,2020.1.2,1.0,down,0.8175212960049976,15.65262122801505,None,1.0,red,,,1.0,2.0,0.0,2.0,15.65262122801505,None
153,,,0.0,left,2020_Apr_04_0836,stroop,59.98458072042144,,,red,2.0,2020.1.2,1.0,left,1.010868319979636,16.985286189010367,None,1.0,blue,,,5.0,3.0,0.0,3.0,16.985286189010367,None
154,,,0.0,right,2020_Apr_04_0836,stroop,59.98458072042144,,,blue,2.0,2020.1.2,1.0,right,2.2865784160094336,18.50242132198764,None,1.0,green,,,3.0,4.0,0.0,4.0,18.50242132198764,None
155,,,1.0,down,2020_Apr_04_0836,stroop,59.98458072042144,,,green,2.0,2020.1.2,1.0,down,0.8924100099829957,21.28450308399624,None,1.0,green,,,2.0,5.0,0.0,5.0,21.28450308399624,None
156,,,0.0,left,2020_Apr_04_0836,stroop,59.98458072042144,,,red,2.0,2020.1.2,1.0,left,0.6428713939967565,22.685183933004733,None,1.0,blue,,,5.0,6.0,1.0,0.0,22.685183933004733,None
157,,,1.0,left,2020_Apr_04_0836,stroop,59.98458072042144,,,red,2.0,2020.1.2,1.0,left,0.4467519820027519,23.836097980005437,None,1.0,red,,,0.0,7.0,1.0,1.0,23.836097980005437,None
158,,,0.0,right,2020_Apr_04_0836,stroop,59.98458072042144,,,blue,2.0,2020.1.2,1.0,right,0.8207673759898171,24.7850832400145,None,1.0,green,,,3.0,8.0,1.0,2.0,24.7850832400145,None
159,,,1.0,down,2020_Apr_04_0836,stroop,59.98458072042144,,,green,2.0,2020.1.2,1.0,down,0.8734819339879323,26.117317489988643,None,1.0,green,,,2.0,9.0,1.0,3.0,26.117317489988643,None
160,,,1.0,right,2020_Apr_04_0836,stroop,59.98458072042144,,,blue,2.0,2020.1.2,1.0,right,1.2083848890033548,27.500600703991946,None,1.0,blue,,,4.0,10.0,1.0,4.0,27.500600703991946,None
161,,,0.0,down,2020_Apr_04_0836,stroop,59.98458072042144,,,green,2.0,2020.1.2,1.0,down,1.8687637029797768,29.21624484201311,None,1.0,red,,,1.0,11.0,1.0,5.0,29.21624484201311,None
162,,,1.0,down,2020_Apr_04_0836,stroop,59.98458072042144,,,green,2.0,2020.1.2,1.0,down,0.565896983986022,31.599888461001683,None,1.0,green,,,2.0,12.0,2.0,0.0,31.599888461001683,None
163,,,1.0,right,2020_Apr_04_0836,stroop,59.98458072042144,,,blue,2.0,2020.1.2,1.0,right,0.5785625040007291,32.66907275500125,None,1.0,blue,,,4.0,13.0,2.0,1.0,32.66907275500125,None
164,,,0.0,down,2020_Apr_04_0836,stroop,59.98458072042144,,,green,2.0,2020.1.2,1.0,down,1.0941943250072654,33.749477559991654,None,1.0,red,,,1.0,14.0,2.0,2.0,33.749477559991654,None
165,,,0.0,left,2020_Apr_04_0836,stroop,59.98458072042144,,,red,2.0,2020.1.2,1.0,left,0.7751990169927012,35.34946346201468,None,1.0,blue,,,5.0,15.0,2.0,3.0,35.34946346201468,None
166,,,0.0,right,2020_Apr_04_0836,stroop,59.98458072042144,,,blue,2.0,2020.1.2,1.0,right,0.6989805630000774,36.63563516299473,None,1.0,green,,,3.0,16.0,2.0,4.0,36.63563516299473,None
167,,,1.0,left,2020_Apr_04_0836,stroop,59.98458072042144,,,red,2.0,2020.1.2,1.0,left,0.6593042470049113,37.83341769198887,None,1.0,red,,,0.0,17.0,2.0,5.0,37.83341769198887,None
168,,,1.0,down,2020_Apr_04_0836,stroop,59.98458072042144,,,green,2.0,2020.1.2,1.0,down,0.6262695339974016,39.00043889600784,None,1.0,green,,,2.0,18.0,3.0,0.0,39.00043889600784,None
169,,,1.0,right,2020_Apr_04_0836,stroop,59.98458072042144,,,blue,2.0,2020.1.2,1.0,right,0.6271650729759131,40.13344848799171,None,1.0,blue,,,4.0,19.0,3.0,1.0,40.13344848799171,None
170,,,0.0,down,2020_Apr_04_0836,stroop,59.98458072042144,,,green,2.0,2020.1.2,1.0,down,1.2810242249979638,41.266396630002426,None,1.0,red,,,1.0,20.0,3.0,2.0,41.266396630002426,None
171,,,1.0,left,2020_Apr_04_0836,stroop,59.98458072042144,,,red,2.0,2020.1.2,1.0,left,0.8156221290118992,43.050916295003844,None,1.0,red,,,0.0,21.0,3.0,3.0,43.050916295003844,None
172,,,0.0,left,2020_Apr_04_0836,stroop,59.98458072042144,,,red,2.0,2020.1.2,1.0,left,1.286366187996464,44.37009004701394,None,1.0,blue,,,5.0,22.0,3.0,4.0,44.37009004701394,None
173,,,0.0,right,2020_Apr_04_0836,stroop,59.98458072042144,,,blue,2.0,2020.1.2,1.0,right,0.5561911969853099,46.16625761901378,None,1.0,green,,,3.0,23.0,3.0,5.0,46.16625761901378,None
174,,,1.0,right,2020_Apr_04_0836,stroop,59.98458072042144,,,blue,2.0,2020.1.2,1.0,right,0.5614799539907835,47.23373552699922,None,1.0,blue,,,4.0,24.0,4.0,0.0,47.23373552699922,None
175,,,0.0,right,2020_Apr_04_0836,stroop,59.98458072042144,,,blue,2.0,2020.1.2,1.0,right,0.3758238550217357,48.29955898199114,None,1.0,green,,,3.0,25.0,4.0,1.0,48.29955898199114,None
176,,,0.0,down,2020_Apr_04_0836,stroop,59.98458072042144,,,green,2.0,2020.1.2,1.0,down,0.5663205290038604,49.18590050301282,None,1.0,red,,,1.0,26.0,4.0,2.0,49.18590050301282,None
177,,,1.0,down,2020_Apr_04_0836,stroop,59.98458072042144,,,green,2.0,2020.1.2,1.0,down,0.9979840820014942,50.27032390100065,None,1.0,green,,,2.0,27.0,4.0,3.0,50.27032390100065,None
178,,,1.0,left,2020_Apr_04_0836,stroop,59.98458072042144,,,red,2.0,2020.1.2,1.0,left,0.5851000909751747,51.76615160598885,None,1.0,red,,,0.0,28.0,4.0,4.0,51.76615160598885,None
179,,,0.0,left,2020_Apr_04_0836,stroop,59.98458072042144,,,red,2.0,2020.1.2,1.0,left,0.8931036239955574,52.849149070010746,None,1.0,blue,,,5.0,29.0,4.0,5.0,52.849149070010746,None
180,,,0.0,,,,,,,,1.0,,,,1.20754543467192,,,,,,,,,,,,
181,,,1.0,,,,,,,,1.0,,,,0.8492034869967029,,,,,,,,,,,,
182,,,0.0,,,,,,,,2.0,,,,0.9983049351974236,,,,,,,,,,,,
183,,,1.0,,,,,,,,2.0,,,,0.7374402038617215,,,,,,,,,,,,
184,,,0.0,,,,,,,,3.0,,,,0.7900296845958413,,,,,,,,,,,,
185,,,1.0,,,,,,,,3.0,,,,0.7239862447992588,,,,,,,,,,,,
186,,,0.0,right,2020_Apr_04_0837,stroop,60.27664509172807,11.676368519023526,None,blue,3.0,2020.1.2,1.0,right,0.8550324859970715,13.22638175301836,None,1.0,green,,,3.0,0.0,0.0,0.0,13.22638175301836,None
187,,,1.0,down,2020_Apr_04_0837,stroop,60.27664509172807,,,green,3.0,2020.1.2,1.0,down,0.7414634599990677,14.589858204999473,None,1.0,green,,,2.0,1.0,0.0,1.0,14.589858204999473,None
188,,,0.0,down,2020_Apr_04_0837,stroop,60.27664509172807,,,green,3.0,2020.1.2,1.0,down,0.6349451109999791,15.843385209009284,None,1.0,red,,,1.0,2.0,0.0,2.0,15.843385209009284,None
189,,,1.0,right,2020_Apr_04_0837,stroop,60.27664509172807,,,blue,3.0,2020.1.2,1.0,right,0.6370294659864157,16.993305488023907,None,1.0,blue,,,4.0,3.0,0.0,3.0,16.993305488023907,None
190,,,0.0,left,2020_Apr_04_0837,stroop,60.27664509172807,,,red,3.0,2020.1.2,1.0,left,0.6847549520025495,18.142429101018934,None,1.0,blue,,,5.0,4.0,0.0,4.0,18.142429101018934,None
191,,,1.0,left,2020_Apr_04_0837,stroop,60.27664509172807,,,red,3.0,2020.1.2,1.0,left,0.5201150630018674,19.343191081017718,None,1.0,red,,,0.0,5.0,0.0,5.0,19.343191081017718,None
192,,,1.0,down,2020_Apr_04_0837,stroop,60.27664509172807,,,green,3.0,2020.1.2,1.0,down,0.7564978619921021,20.37657889199909,None,1.0,green,,,2.0,6.0,1.0,0.0,20.37657889199909,None
193,,,0.0,down,2020_Apr_04_0837,stroop,60.27664509172807,,,green,3.0,2020.1.2,1.0,down,0.3595193829969503,21.642590410017878,None,1.0,red,,,1.0,7.0,1.0,1.0,21.642590410017878,None
194,,,1.0,right,2020_Apr_04_0837,stroop,60.27664509172807,,,blue,3.0,2020.1.2,1.0,right,0.4646190850180574,22.509418215020556,None,1.0,blue,,,4.0,8.0,1.0,2.0,22.509418215020556,None
195,,,0.0,right,2020_Apr_04_0837,stroop,60.27664509172807,,,blue,3.0,2020.1.2,1.0,right,0.5613639210059773,23.47674856701633,None,1.0,green,,,3.0,9.0,1.0,3.0,23.47674856701633,None
196,,,1.0,left,2020_Apr_04_0837,stroop,60.27664509172807,,,red,3.0,2020.1.2,0.0,down,0.6498190069978591,24.54319789801957,None,1.0,red,,,0.0,10.0,1.0,4.0,24.54319789801957,None
197,,,0.0,left,2020_Apr_04_0837,stroop,60.27664509172807,,,red,3.0,2020.1.2,1.0,left,0.8148503889970016,25.707226561004067,None,1.0,blue,,,5.0,11.0,1.0,5.0,25.707226561004067,None
198,,,1.0,right,2020_Apr_04_0837,stroop,60.27664509172807,,,blue,3.0,2020.1.2,1.0,right,1.7743221200071275,27.02687594201416,None,1.0,blue,,,4.0,12.0,2.0,0.0,27.02687594201416,None
199,,,1.0,down,2020_Apr_04_0837,stroop,60.27664509172807,,,green,3.0,2020.1.2,1.0,down,0.5409276999998838,29.308105091011385,None,1.0,green,,,2.0,13.0,2.0,1.0,29.308105091011385,None
200,,,0.0,left,2020_Apr_04_0837,stroop,60.27664509172807,,,red,3.0,2020.1.2,1.0,left,0.5474638289888389,30.357530939014396,None,1.0,blue,,,5.0,14.0,2.0,2.0,30.357530939014396,None
201,,,1.0,left,2020_Apr_04_0837,stroop,60.27664509172807,,,red,3.0,2020.1.2,1.0,left,0.5605552139750216,31.408285436016737,None,1.0,red,,,0.0,15.0,2.0,3.0,31.408285436016737,None
202,,,0.0,right,2020_Apr_04_0837,stroop,60.27664509172807,,,blue,3.0,2020.1.2,1.0,right,0.9500128839863464,32.47504441899946,None,1.0,green,,,3.0,16.0,2.0,4.0,32.47504441899946,None
203,,,0.0,down,2020_Apr_04_0837,stroop,60.27664509172807,,,green,3.0,2020.1.2,1.0,down,0.941859537997516,33.94387698802166,None,1.0,red,,,1.0,17.0,2.0,5.0,33.94387698802166,None
204,,,1.0,left,2020_Apr_04_0837,stroop,60.27664509172807,,,red,3.0,2020.1.2,1.0,left,0.7254886519804131,35.392227730015286,None,1.0,red,,,0.0,18.0,3.0,0.0,35.392227730015286,None
205,,,1.0,down,2020_Apr_04_0837,stroop,60.27664509172807,,,green,3.0,2020.1.2,1.0,down,1.019151510001393,36.623783311020816,None,1.0,green,,,2.0,19.0,3.0,1.0,36.623783311020816,None
206,,,1.0,right,2020_Apr_04_0837,stroop,60.27664509172807,,,blue,3.0,2020.1.2,1.0,right,0.6988897250266746,38.156861824012594,None,1.0,blue,,,4.0,20.0,3.0,2.0,38.156861824012594,None
207,,,0.0,left,2020_Apr_04_0837,stroop,60.27664509172807,,,red,3.0,2020.1.2,1.0,left,0.8197651829977985,39.357952848018606,None,1.0,blue,,,5.0,21.0,3.0,3.0,39.357952848018606,None
208,,,0.0,right,2020_Apr_04_0837,stroop,60.27664509172807,,,blue,3.0,2020.1.2,1.0,right,1.3041984489827882,40.690384215005906,None,1.0,green,,,3.0,22.0,3.0,4.0,40.690384215005906,None
209,,,0.0,down,2020_Apr_04_0837,stroop,60.27664509172807,,,green,3.0,2020.1.2,1.0,down,1.1044929159979802,42.50713024300058,None,1.0,red,,,1.0,23.0,3.0,5.0,42.50713024300058,None
210,,,1.0,down,2020_Apr_04_0837,stroop,60.27664509172807,,,green,3.0,2020.1.2,1.0,down,0.5087708680075593,44.12390248599695,None,1.0,green,,,2.0,24.0,4.0,0.0,44.12390248599695,None
211,,,0.0,right,2020_Apr_04_0837,stroop,60.27664509172807,,,blue,3.0,2020.1.2,1.0,right,0.6535862559976522,45.142023363005144,None,1.0,green,,,3.0,25.0,4.0,1.0,45.142023363005144,None
212,,,0.0,left,2020_Apr_04_0837,stroop,60.27664509172807,,,red,3.0,2020.1.2,1.0,left,0.6683439940097742,46.307094254996635,None,1.0,blue,,,5.0,26.0,4.0,2.0,46.307094254996635,None
213,,,0.0,down,2020_Apr_04_0837,stroop,60.27664509172807,,,green,3.0,2020.1.2,1.0,down,0.9502559779793956,47.476172964001314,None,1.0,red,,,1.0,27.0,4.0,3.0,47.476172964001314,None
214,,,1.0,right,2020_Apr_04_0837,stroop,60.27664509172807,,,blue,3.0,2020.1.2,1.0,right,0.7193786249845289,48.9421059510205,None,1.0,blue,,,4.0,28.0,4.0,4.0,48.9421059510205,None
215,,,1.0,left,2020_Apr_04_0837,stroop,60.27664509172807,,,red,3.0,2020.1.2,1.0,left,0.5427653150109109,50.17359020499862,None,1.0,red,,,0.0,29.0,4.0,5.0,50.17359020499862,None
