,text,letterColor,corrAns,congruent,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instr1.started,instr1.stopped,word.started,word.stopped,resp.keys,resp.corr,resp.rt,resp.started,resp.stopped,feedback_2.started,feedback_2.stopped,instrText.started,instrText.stopped,thanksText.started,thanksText.stopped,participant,session,date,expName,psychopyVersion,frameRate,Unnamed: 33
104,blue,blue,right,cong,,,,,1.0,8.0,20.0,11.0,,,66.49500134101254,None,right,1.0,0.6178235429979395,66.49500134101254,None,,,,,,,2.0,1.0,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
105,blue,red,left,incong,,,,,1.0,9.0,21.0,8.0,,,67.61247036099668,None,left,1.0,0.8831445849791635,67.61247036099668,None,,,,,,,2.0,1.0,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
106,blue,blue,right,cong,,,,,1.0,10.0,22.0,10.0,,,68.99649093201151,None,right,1.0,1.4082608390017413,68.99649093201151,None,,,,,,,2.0,1.0,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
107,red,green,down,incong,,,,,1.0,11.0,23.0,2.0,,,70.91140800600988,None,down,1.0,2.102251002012053,70.91140800600988,None,,,,,,,2.0,1.0,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
108,red,blue,right,incong,,,,,2.0,0.0,24.0,3.0,,,73.51300462699146,None,right,1.0,1.1095934820186812,73.51300462699146,None,,,,,,,2.0,1.0,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
109,blue,green,down,incong,,,,,2.0,1.0,25.0,9.0,,,75.13091039599384,None,down,1.0,0.9094863680074924,75.13091039599384,None,,,,,,,2.0,1.0,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
110,red,green,down,incong,,,,,2.0,2.0,26.0,2.0,,,76.54533412199818,None,down,1.0,0.8199954369920306,76.54533412199818,None,,,,,,,2.0,1.0,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
111,blue,blue,right,cong,,,,,2.0,3.0,27.0,11.0,,,77.87705745000858,None,right,1.0,0.6544889930228237,77.87705745000858,None,,,,,,,2.0,1.0,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
112,blue,blue,right,cong,,,,,2.0,4.0,28.0,10.0,,,79.04632701000081,None,right,1.0,0.5421599000110291,79.04632701000081,None,,,,,,,2.0,1.0,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
113,red,red,left,cong,,,,,2.0,5.0,29.0,1.0,,,80.09497518601711,None,left,1.0,0.464373302005697,80.09497518601711,None,,,,,,,2.0,1.0,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
114,green,green,down,cong,,,,,2.0,6.0,30.0,6.0,,,81.06056543000159,None,down,1.0,0.9331624680198728,81.06056543000159,None,,,,,,,2.0,1.0,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
115,green,red,left,incong,,,,,2.0,7.0,31.0,4.0,,,82.49643347199891,None,left,1.0,0.5757855320116505,82.49643347199891,None,,,,,,,2.0,1.0,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
116,blue,red,left,incong,,,,,2.0,8.0,32.0,8.0,,,83.57899315800749,None,left,1.0,0.6323130220116582,83.57899315800749,None,,,,,,,2.0,1.0,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
117,green,blue,right,incong,,,,,2.0,9.0,33.0,7.0,,,84.71097137700417,None,right,1.0,0.8272373430081643,84.71097137700417,None,,,,,,,2.0,1.0,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
118,green,green,down,cong,,,,,2.0,10.0,34.0,5.0,,,86.04700501501793,None,down,1.0,0.6392003260261845,86.04700501501793,None,,,,,,,2.0,1.0,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
119,red,red,left,cong,,,,,2.0,11.0,35.0,0.0,,,87.1942469550122,None,left,1.0,0.5528263550077099,87.1942469550122,None,,,,,,,2.0,1.0,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
120,green,green,down,cong,,,,,3.0,0.0,36.0,6.0,,,88.26468136601034,None,down,1.0,1.2123858270060737,88.26468136601034,None,,,,,,,2.0,1.0,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
121,green,blue,right,incong,,,,,3.0,1.0,37.0,7.0,,,89.97960187800345,None,right,1.0,0.6853250710119028,89.97960187800345,None,,,,,,,2.0,1.0,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
122,blue,blue,right,cong,,,,,3.0,2.0,38.0,11.0,,,91.17982480101637,None,right,1.0,0.7232627780176699,91.17982480101637,None,,,,,,,2.0,1.0,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
123,red,red,left,cong,,,,,3.0,3.0,39.0,0.0,,,92.41161127001396,None,left,1.0,0.4803264090151061,92.41161127001396,None,,,,,,,2.0,1.0,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
124,blue,red,left,incong,,,,,3.0,4.0,40.0,8.0,,,93.39521276101006,None,left,1.0,0.8026612859976012,93.39521276101006,None,,,,,,,2.0,1.0,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
125,green,red,left,incong,,,,,3.0,5.0,41.0,4.0,,,94.71148664699284,None,left,1.0,0.8494830900162924,94.71148664699284,None,,,,,,,2.0,1.0,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
126,red,blue,right,incong,,,,,3.0,6.0,42.0,3.0,,,96.06397482199827,None,right,1.0,0.9468988649896346,96.06397482199827,None,,,,,,,2.0,1.0,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
127,blue,green,down,incong,,,,,3.0,7.0,43.0,9.0,,,97.51137218001531,None,down,1.0,1.1054693489859346,97.51137218001531,None,,,,,,,2.0,1.0,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
128,green,green,down,cong,,,,,3.0,8.0,44.0,5.0,,,99.12823699600996,None,right,0.0,0.8726095169840846,99.12823699600996,None,,,,,,,2.0,1.0,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
129,red,red,left,cong,,,,,3.0,9.0,45.0,1.0,,,100.5144445890037,None,left,1.0,1.091131827008212,100.5144445890037,None,,,,,,,2.0,1.0,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
130,red,green,down,incong,,,,,3.0,10.0,46.0,2.0,,,102.11437830599607,None,down,1.0,0.9376505679974798,102.11437830599607,None,,,,,,,2.0,1.0,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
131,blue,blue,right,cong,,,,,3.0,11.0,47.0,10.0,,,103.59632210899143,None,right,1.0,0.5021893529919907,103.59632210899143,None,,,,,,,2.0,1.0,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
132,red,red,left,cong,,,,,4.0,0.0,48.0,0.0,,,104.61375213600695,None,left,1.0,0.5249017190071754,104.61375213600695,None,,,,,,,2.0,1.0,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
133,blue,blue,right,cong,,,,,4.0,1.0,49.0,11.0,,,105.6474725659937,None,right,1.0,0.7600300130143296,105.6474725659937,None,,,,,,,2.0,1.0,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
134,green,red,left,incong,,,,,4.0,2.0,50.0,4.0,,,106.9138796380139,None,left,1.0,0.7325512150127906,106.9138796380139,None,,,,,,,2.0,1.0,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
135,green,green,down,cong,,,,,4.0,3.0,51.0,6.0,,,108.14570292699499,None,right,0.0,0.7007468859956134,108.14570292699499,None,,,,,,,2.0,1.0,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
136,red,blue,right,incong,,,,,4.0,4.0,52.0,3.0,,,109.3614338740008,None,down,0.0,0.9528551080147736,109.3614338740008,None,,,,,,,2.0,1.0,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
137,green,green,down,cong,,,,,4.0,5.0,53.0,5.0,,,110.8278435410175,None,down,1.0,1.4315926669805776,110.8278435410175,None,,,,,,,2.0,1.0,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
138,green,blue,right,incong,,,,,4.0,6.0,54.0,7.0,,,112.76256925601048,None,right,1.0,0.5868136280041654,112.76256925601048,None,,,,,,,2.0,1.0,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
139,blue,green,down,incong,,,,,4.0,7.0,55.0,9.0,,,113.8604193580104,None,down,1.0,1.4828938720165752,113.8604193580104,None,,,,,,,2.0,1.0,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
140,red,green,down,incong,,,,,4.0,8.0,56.0,2.0,,,115.84423886501465,None,down,1.0,0.7310615959868301,115.84423886501465,None,,,,,,,2.0,1.0,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
141,blue,blue,right,cong,,,,,4.0,9.0,57.0,10.0,,,117.07772800599925,None,right,1.0,0.7705026240146253,117.07772800599925,None,,,,,,,2.0,1.0,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
142,red,red,left,cong,,,,,4.0,10.0,58.0,1.0,,,118.362218380993,None,left,1.0,0.5599139740224928,118.362218380993,None,,,,,,,2.0,1.0,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
143,blue,red,left,incong,,,,,4.0,11.0,59.0,8.0,,,119.4293871659902,None,left,1.0,0.8446947949996684,119.4293871659902,None,,,,,,,2.0,1.0,2020_Apr_04_1340,stroop,2020.1.2,59.51995277192287,
