left,right,correctAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,letter_left.started,letter_left.stopped,letter_right.started,letter_right.stopped,key_resp.keys,key_resp.corr,key_resp.rt,ISI.started,ISI.stopped,participant,session,date,expName,psychopyVersion,frameRate,
B,A,right,15,1,31,1,,,,,34.17214767500991,None,34.17214767500991,None,right,1,0.3766873180284165,0.008149896399118006,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,16,0,32,1,,,,,34.68842525797663,None,34.68842525797663,None,right,1,0.38282121397787705,0.012045487412251532,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,16,1,33,1,,,,,35.206360446987674,None,35.206360446987674,None,right,1,0.3349747830070555,0.012065996415913105,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,17,0,34,0,,,,,35.68980166100664,None,35.68980166100664,None,left,1,0.3646681910031475,0.00928035139804706,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,17,1,35,0,,,,,36.189471938996576,None,36.189471938996576,None,left,1,0.33586593298241496,0.012503179372288287,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,18,0,36,1,,,,,36.67277279600967,None,36.67277279600967,None,right,1,0.34351325198076665,0.008999426383525133,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,18,1,37,1,,,,,37.1553986389772,None,37.1553986389772,None,right,1,0.3469761620508507,0.011857457458972931,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,19,0,38,1,,,,,37.638667322986294,None,37.638667322986294,None,right,1,0.32175693300087005,0.011634755355771631,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,19,1,39,0,,,,,38.10621157597052,None,38.10621157597052,None,left,1,0.38714673701906577,0.008252508356235921,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,20,0,40,1,,,,,38.638862461957615,None,38.638862461957615,None,right,1,0.344434916973114,0.007636603317223489,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,20,1,41,1,,,,,39.12193603400374,None,39.12193603400374,None,right,1,0.4154240950010717,0.011119987408164889,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,21,0,42,1,,,,,39.67176926397951,None,39.67176926397951,None,right,1,0.3295478079817258,0.010876013431698084,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,21,1,43,0,,,,,40.13968942000065,None,40.13968942000065,None,left,1,0.34149757999693975,0.0091534853563644,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,22,0,44,1,,,,,40.623108144965954,None,40.623108144965954,None,right,1,0.31809966801665723,0.009166106407064945,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,22,1,45,0,,,,,41.08944908896228,None,41.08944908896228,None,left,1,0.39379197696689516,0.008304229413624853,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,23,0,46,1,,,,,41.62313247798011,None,41.62313247798011,None,right,1,0.41721700195921585,0.008695334370713681,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,23,1,47,0,,,,,42.189116815978196,None,42.189116815978196,None,left,1,0.3870955450111069,0.009426296455785632,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,24,0,48,1,,,,,42.723083602963015,None,42.723083602963015,None,right,1,0.3389685360016301,0.008623880392406136,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,24,1,49,0,,,,,43.20637110999087,None,43.20637110999087,None,left,1,0.41080101003171876,0.008145262429025024,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,25,0,50,1,,,,,43.75602007401176,None,43.75602007401176,None,right,1,0.34819323796546087,0.00891942938324064,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,25,1,51,0,,,,,44.23911384498933,None,44.23911384498933,None,left,1,0.39497300604125485,0.009134729451034218,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,26,0,52,1,,,,,44.77222918497864,None,44.77222918497864,None,right,1,0.38994373905006796,0.008715117408428341,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,26,1,53,0,,,,,45.30565656896215,None,45.30565656896215,None,left,1,0.37749658001121134,0.008239441376645118,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,27,0,54,0,,,,,45.8227410739637,None,45.8227410739637,None,left,1,0.3912192400312051,0.011413474392611533,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,27,1,55,1,,,,,46.35559611598728,None,46.35559611598728,None,right,1,0.3603995390003547,0.007956117449793965,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,28,0,56,0,,,,,46.856392812973354,None,46.856392812973354,None,left,1,0.40366782998899,0.01007044140715152,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,28,1,57,1,,,,,47.406683555978816,None,47.406683555978816,None,right,1,0.36935288296081126,0.009044921433087438,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,29,0,58,1,,,,,47.922961639997084,None,47.922961639997084,None,left,0,0.3410385030438192,0.010899357439484447,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,29,1,59,1,,,,,48.405930424982216,None,48.405930424982216,None,right,1,0.08214315102668479,0.011746790376491845,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,30,0,60,1,,,,,48.624735242978204,None,48.624735242978204,None,right,1,0.39331488899188116,0.013145596371032298,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,30,1,61,1,,,,,49.15615038096439,None,49.15615038096439,None,right,1,0.3407689820160158,0.011401174415368587,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,31,0,62,0,,,,,49.63947581598768,None,49.63947581598768,None,left,1,0.4194028060301207,0.008189970394596457,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,31,1,63,1,,,,,50.205676915997174,None,50.205676915997174,None,right,1,0.34317212394671515,0.008100746374111623,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,32,0,64,1,,,,,50.689581236976665,None,50.689581236976665,None,right,1,0.4384431869839318,0.01161661243531853,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,32,1,65,1,,,,,51.27237942197826,None,51.27237942197826,None,right,1,0.38541351701132953,0.010965563356876373,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,33,0,66,1,,,,,51.805808588978834,None,51.805808588978834,None,right,1,0.34711124800378457,0.01207492541288957,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,33,1,67,1,,,,,52.28877556498628,None,52.28877556498628,None,right,1,0.33117611799389124,0.01102440437534824,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,34,0,68,1,,,,,52.75670811301097,None,52.75670811301097,None,right,1,0.3081059689866379,0.010573936393484473,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,34,1,69,0,,,,,53.205660767969675,None,53.205660767969675,None,left,1,0.37425100099062547,0.008754202455747873,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,35,0,70,1,,,,,53.7229206750053,None,53.7229206750053,None,right,1,0.35703492700122297,0.008434511430095881,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,35,1,71,0,,,,,54.23841684299987,None,54.23841684299987,None,left,1,0.38344000303186476,0.00862392340786755,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,36,0,72,0,,,,,54.754551264981274,None,54.754551264981274,None,left,1,0.4261364759877324,0.01131528039695695,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,36,1,73,1,,,,,55.321765700005926,None,55.321765700005926,None,right,1,0.332103900029324,0.00893481238745153,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,37,0,74,0,,,,,55.789268858963624,None,55.789268858963624,None,left,1,0.37257681402843446,0.009037120500579476,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,37,1,75,0,,,,,56.3049285489833,None,56.3049285489833,None,left,1,0.34969472704688087,0.011605213454458863,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,38,0,76,0,,,,,56.805952431983314,None,56.805952431983314,None,left,1,0.4527317510219291,0.011735208448953927,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,38,1,77,0,,,,,57.40520506398752,None,57.40520506398752,None,left,1,0.3383850959944539,0.011024447390809655,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,39,0,78,0,,,,,57.888579468999524,None,57.888579468999524,None,left,1,0.3170795909827575,0.011747541488148272,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,39,1,79,0,,,,,58.35697718401207,None,58.35697718401207,None,left,1,0.3277368599665351,0.01097807742189616,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,40,0,80,0,,,,,58.822354305011686,None,58.822354305011686,None,left,1,0.3482480200473219,0.011838847422040999,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,40,1,81,0,,,,,59.305909346963745,None,59.305909346963745,None,left,1,0.33777683501830325,0.010943719476927072,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,41,0,82,0,,,,,59.78842599201016,None,59.78842599201016,None,left,1,0.3391937699634582,0.010973313415888697,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,41,1,83,0,,,,,60.271974045957904,None,60.271974045957904,None,left,1,0.3445595700177364,0.010963933425955474,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,42,0,84,0,,,,,60.75544762099162,None,60.75544762099162,None,left,1,0.35310523299267516,0.013339664437808096,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,42,1,85,1,,,,,61.25566368299769,None,61.25566368299769,None,right,1,0.3988699240144342,0.008716798387467861,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,43,0,86,0,,,,,61.78924817900406,None,61.78924817900406,None,left,1,0.3334501839708537,0.011013787414412946,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,43,1,87,0,,,,,62.27248200698523,None,62.27248200698523,None,left,1,0.3801698299939744,0.010967063426505774,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,44,0,88,0,,,,,62.78970489295898,None,62.78970489295898,None,left,1,0.30395449697971344,0.011680790456011891,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,44,1,89,0,,,,,63.23925825097831,None,63.23925825097831,None,left,1,0.32343643700005487,0.011400115443393588,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,45,0,90,1,,,,,63.70509893097915,None,63.70509893097915,None,right,1,0.3743723669904284,0.008610538381617516,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,45,1,91,0,,,,,64.22156623395858,None,64.22156623395858,None,left,1,0.35891658399486914,0.009162152360659093,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,46,0,92,1,,,,,64.72293544997228,None,64.72293544997228,None,right,1,0.333525775000453,0.008602685411460698,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,46,1,93,1,,,,,65.20558729895856,None,65.20558729895856,None,right,1,0.39278794097481295,0.010944814421236515,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,47,0,94,1,,,,,65.7385559839895,None,65.7385559839895,None,right,1,0.3230078330379911,0.011471177393104881,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,47,1,95,0,,,,,66.20509523997316,None,66.20509523997316,None,left,1,0.45527232001768425,0.008013592392671853,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,48,0,96,1,,,,,66.80569047201425,None,66.80569047201425,None,right,1,0.3616648979950696,0.008657010388560593,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,48,1,97,0,,,,,67.30515395395923,None,67.30515395395923,None,left,1,0.42235507001169026,0.009178763430099934,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,49,0,98,0,,,,,67.87211964000016,None,67.87211964000016,None,left,1,0.36729114898480475,0.01091979438206181,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,49,1,99,0,,,,,68.38853396900231,None,68.38853396900231,None,left,1,0.36979532800614834,0.010909721429925412,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,50,0,100,1,,,,,68.90556664497126,None,68.90556664497126,None,right,1,0.3038386859698221,0.00824952038237825,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,50,1,101,1,,,,,69.35548007598845,None,69.35548007598845,None,right,1,0.3409738309565,0.010961653431877494,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,51,0,102,1,,,,,69.83922409795923,None,69.83922409795923,None,right,1,0.3620042859693058,0.011260140396188945,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,51,1,103,0,,,,,70.33881416596705,None,70.33881416596705,None,left,1,0.38440213503781706,0.010181665362324566,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,52,0,104,1,,,,,70.87228605395649,None,70.87228605395649,None,right,1,0.36891777004348114,0.008327815448865294,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,52,1,105,0,,,,,71.38825438701315,None,71.38825438701315,None,left,1,0.34201866103103384,0.00825130142038688,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,53,0,106,1,,,,,71.87184876197716,None,71.87184876197716,None,right,1,0.36446413601515815,0.0084196234238334,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,53,1,107,1,,,,,72.37292391096707,None,72.37292391096707,None,right,1,0.6372264730161987,0.011318699456751347,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,54,0,108,0,,,,,73.15521979698678,None,73.15521979698678,None,left,1,0.38111892400775105,0.004506318422500044,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,54,1,109,0,,,,,73.67254677898018,None,73.67254677898018,None,left,1,0.32560063200071454,0.013046369422227144,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,55,0,110,0,,,,,74.14049907401204,None,74.14049907401204,None,left,1,0.5166029179817997,0.010979984421283007,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,55,1,111,0,,,,,74.80524118500762,None,74.80524118500762,None,left,1,0.3171841299626976,0.011847422400023788,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,56,0,112,0,,,,,75.25553818198387,None,75.25553818198387,None,left,1,0.3355580660281703,0.011002335406374186,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,56,1,113,0,,,,,75.73815486696549,None,75.73815486696549,None,left,1,0.34810000704601407,0.010853504471015185,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,57,0,114,1,,,,,76.22241837298498,None,76.22241837298498,None,right,1,0.38664565701037645,0.009072491433471441,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,57,1,115,1,,,,,76.75533029000508,None,76.75533029000508,None,right,1,0.3587114100228064,0.0109206183697097,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,58,0,116,0,,,,,77.2549797410029,None,77.2549797410029,None,left,1,0.36004523903829977,0.008660328399855644,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,58,1,117,1,,,,,77.75534953497117,None,77.75534953497117,None,right,1,0.3698150039999746,0.008136918360833079,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,59,0,118,0,,,,,78.2721093010041,None,78.2721093010041,None,left,1,0.3768503550090827,0.0083165013929829,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,59,1,119,1,,,,,78.78897531196708,None,78.78897531196708,None,right,1,0.33321269700536504,0.008622086374089122,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,60,0,120,0,,,,,79.27145253296476,None,79.27145253296476,None,left,1,0.3436287369695492,0.008358755439985543,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,60,1,121,1,,,,,79.75547730200924,None,79.75547730200924,None,right,1,0.3546416580211371,0.008432588365394622,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,61,0,122,0,,,,,80.2546260819654,None,80.2546260819654,None,left,1,0.3884403370320797,0.008291124482639134,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,61,1,123,0,,,,,80.78872147400398,None,80.78872147400398,None,left,1,0.4143684009904973,0.011323554383125156,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,62,0,124,1,,,,,81.33861524896929,None,81.33861524896929,None,right,1,0.43745430395938456,0.009051339409779757,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,62,1,125,1,,,,,81.9220940929954,None,81.9220940929954,None,right,1,0.33998500503366813,0.010884497431106865,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,63,0,126,0,,,,,82.40511489397613,None,82.40511489397613,None,left,1,0.3659203270217404,0.00866237940499559,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,63,1,127,0,,,,,82.90500991500448,None,82.90500991500448,None,left,1,0.3259037579991855,0.011920871387701482,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,64,0,128,1,,,,,83.37180646596244,None,83.37180646596244,None,right,1,0.375047056004405,0.008129408408422023,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,64,1,129,1,,,,,83.88851435598917,None,83.88851435598917,None,right,1,0.3044983990257606,0.01136573136318475,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,65,0,130,0,,,,,84.33805629296694,None,84.33805629296694,None,left,1,0.35981401399476454,0.008249147387687117,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,65,1,131,1,,,,,84.83894125098595,None,84.83894125098595,None,right,1,0.39107112697092816,0.008331166405696422,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,66,0,132,1,,,,,85.37217945297016,None,85.37217945297016,None,right,1,0.35761346900835633,0.011093627370428294,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,66,1,133,1,,,,,85.87120044097537,None,85.87120044097537,None,right,1,0.3556901980191469,0.011913489375729114,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,67,0,134,1,,,,,86.37169078900479,None,86.37169078900479,None,right,1,0.3542447359650396,0.010860882408451289,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,67,1,135,1,,,,,86.87124415999278,None,86.87124415999278,None,right,1,0.33065628103213385,0.01148303842637688,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,68,0,136,0,,,,,87.33846730896039,None,87.33846730896039,None,left,1,0.38619465101510286,0.009094790380913764,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,68,1,137,1,,,,,87.87240368698258,None,87.87240368698258,None,right,1,0.40036363195395097,0.008091701427474618,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
