left,right,correctAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,letter_left.started,letter_left.stopped,letter_right.started,letter_right.stopped,key_resp.keys,key_resp.corr,key_resp.rt,ISI.started,ISI.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,down,2.8342677380423993,16.784855398000218,None,,,,,,,,,,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
B,A,right,0,0,0,1,,,,,19.768312065978535,None,19.768312065978535,None,right,1,0.5566353090107441,0.003808426612522453,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
A,B,left,0,1,1,0,,,,,20.469039020012133,None,20.469039020012133,None,left,1,0.38004745700163767,0.010504742676857859,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
A,B,left,1,0,2,0,,,,,20.987581080989912,None,20.987581080989912,None,left,1,0.35942567797610536,0.012881690636277199,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
B,A,right,1,1,3,1,,,,,21.48572279099608,None,21.48572279099608,None,right,1,0.3592851390130818,0.010715956625062972,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
A,B,left,2,0,4,0,,,,,21.986144658003468,None,21.986144658003468,None,left,1,0.3828134299837984,0.010834615677595139,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
A,B,left,2,1,5,0,,,,,22.518545117985923,None,22.518545117985923,None,left,1,0.39046244899509475,0.01300325762713328,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
A,B,left,3,0,6,0,,,,,23.05306310998276,None,23.05306310998276,None,left,1,0.3449921060237102,0.013010610651690513,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
A,B,left,3,1,7,0,,,,,23.53550699999323,None,23.53550699999323,None,left,1,0.4024697180138901,0.01250413665547967,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
B,A,right,4,0,8,1,,,,,24.085801178007387,None,24.085801178007387,None,right,1,0.35010125197004527,0.010631449637003243,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
A,B,left,4,1,9,0,,,,,24.56926649797242,None,24.56926649797242,None,left,1,0.3937373299850151,0.009798008599318564,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
A,B,left,5,0,10,0,,,,,25.102426314959303,None,25.102426314959303,None,left,1,0.36749562999466434,0.011608412605710328,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
B,A,right,5,1,11,1,,,,,25.619511514960323,None,25.619511514960323,None,right,1,0.3754589720047079,0.010634999605827034,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
A,B,left,6,0,12,0,,,,,26.136192323989235,None,26.136192323989235,None,left,1,0.31397498602746055,0.00906279869377613,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
A,B,left,6,1,13,0,,,,,26.58580036199419,None,26.58580036199419,None,left,1,0.37524026999017224,0.011478296597488225,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
B,A,right,7,0,14,1,,,,,27.102832700009458,None,27.102832700009458,None,right,1,0.3511403280426748,0.009099520568270236,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
B,A,right,7,1,15,1,,,,,27.603367108968087,None,27.603367108968087,None,right,1,0.4335704289842397,0.0108197316294536,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
A,B,left,8,0,16,0,,,,,28.186273525003344,None,28.186273525003344,None,left,1,0.3627167699742131,0.008156259602401406,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
A,B,left,8,1,17,0,,,,,28.687573777977377,None,28.687573777977377,None,left,1,0.4124042939511128,0.011832728690933436,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
A,B,left,9,0,18,0,,,,,29.235364435007796,None,29.235364435007796,None,left,1,0.43762871203944087,0.012601549678947777,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
A,B,left,9,1,19,0,,,,,29.81919134798227,None,29.81919134798227,None,left,1,0.39261223695939407,0.011714084655977786,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
A,B,left,10,0,20,0,,,,,30.35322081897175,None,30.35322081897175,None,left,1,0.3737133890390396,0.012875603628344834,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
A,B,left,10,1,21,0,,,,,30.870014234969858,None,30.870014234969858,None,left,1,0.45988380000926554,0.01162132655736059,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
A,B,left,11,0,22,0,,,,,31.469470214971807,None,31.469470214971807,None,left,1,0.3743363299872726,0.010664461588021368,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
A,B,left,11,1,23,0,,,,,31.986414867977146,None,31.986414867977146,None,left,1,0.40038490801816806,0.010860779671929777,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
A,B,left,12,0,24,0,,,,,32.53607390698744,None,32.53607390698744,None,left,1,0.38566664297832176,0.010905152652412653,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
B,A,right,12,1,25,1,,,,,33.069787908985745,None,33.069787908985745,None,right,1,0.3791454450110905,0.008732151647564024,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
B,A,right,13,0,26,1,,,,,33.58658312400803,None,33.58658312400803,None,right,1,0.4261376499780454,0.01152845862088725,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
B,A,right,13,1,27,1,,,,,34.15237273299135,None,34.15237273299135,None,right,1,0.3532808540039696,0.0108461226336658,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
A,B,left,14,0,28,0,,,,,34.65372620295966,None,34.65372620295966,None,left,1,0.39908802503487095,0.008263136667665094,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
A,B,left,14,1,29,0,,,,,35.187078162969556,None,35.187078162969556,None,left,1,0.42156985198380426,0.010687365662306547,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
A,B,left,15,0,30,0,,,,,35.753202288993634,None,35.753202288993634,None,left,1,0.38059087499277666,0.010850384598597884,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
A,B,left,15,1,31,0,,,,,36.26948858896503,None,36.26948858896503,None,left,1,0.3733050230075605,0.011425796605180949,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
A,B,left,16,0,32,0,,,,,36.78650990797905,None,36.78650990797905,None,left,1,0.46921047603245825,0.010784024663735181,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
A,B,left,16,1,33,0,,,,,37.403199060005136,None,37.403199060005136,None,left,1,0.3304557070368901,0.011468555661849678,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
B,A,right,17,0,34,1,,,,,37.86955617897911,None,37.86955617897911,None,right,1,0.40904899599263445,0.008695995667949319,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
B,A,right,17,1,35,1,,,,,38.418730814009905,None,38.418730814009905,None,right,1,0.3249474280164577,0.011462044552899897,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
B,A,right,18,0,36,1,,,,,38.88624704198446,None,38.88624704198446,None,right,1,0.332490237953607,0.010157522629015148,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
A,B,left,18,1,37,0,,,,,39.35196088498924,None,39.35196088498924,None,left,1,0.3967257629847154,0.008959782659076154,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
A,B,left,19,0,38,0,,,,,39.886360623000655,None,39.886360623000655,None,left,1,0.34925629902863875,0.011031033587642014,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
B,A,right,19,1,39,1,,,,,40.38528437097557,None,40.38528437097557,None,right,1,0.3793504839995876,0.007860033656470478,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
B,A,right,20,0,40,1,,,,,40.90182530897437,None,40.90182530897437,None,right,1,0.4187027669977397,0.011772147670853883,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
B,A,right,20,1,41,1,,,,,41.4698749280069,None,41.4698749280069,None,right,1,0.3227920129429549,0.01051985565572977,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
A,B,left,21,0,42,0,,,,,41.93501724896487,None,41.93501724896487,None,left,1,0.35563659900799394,0.00873749959282577,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
B,A,right,21,1,43,1,,,,,42.43569714698242,None,42.43569714698242,None,right,1,0.41077961295377463,0.007927679631393403,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
B,A,right,22,0,44,1,,,,,42.98669794999296,None,42.98669794999296,None,right,1,0.4548613199731335,0.011788304662331939,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
B,A,right,22,1,45,1,,,,,43.58597468701191,None,43.58597468701191,None,right,1,0.32754911901429296,0.010870943602640182,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
B,A,right,23,0,46,1,,,,,44.0532729710103,None,44.0532729710103,None,right,1,0.32929840800352395,0.011608900618739426,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
B,A,right,23,1,47,1,,,,,44.51914970995858,None,44.51914970995858,None,right,1,0.3743604750488885,0.011593466624617577,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
B,A,right,24,0,48,1,,,,,45.03605877200607,None,45.03605877200607,None,right,1,0.3164129939978011,0.011094269575551152,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
B,A,right,24,1,49,1,,,,,45.48581177397864,None,45.48581177397864,None,right,1,0.3116565849632025,0.011241291649639606,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
B,A,right,25,0,50,1,,,,,45.93592668196652,None,45.93592668196652,None,right,1,0.33445102197583765,0.011230866599362344,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
A,B,left,25,1,51,0,,,,,46.41951911599608,None,46.41951911599608,None,right,0,0.4337766660028137,0.008514295623172075,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
B,A,right,26,0,52,1,,,,,47.00162500597071,None,47.00162500597071,None,left,0,0.24166188400704414,0.009780426567886025,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
B,A,right,26,1,53,1,,,,,47.38491952896584,None,47.38491952896584,None,right,1,0.3493391220108606,0.013086793653201312,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
A,B,left,27,0,54,0,,,,,47.868368253984954,None,47.868368253984954,None,left,1,0.4078867780044675,0.008703486586455256,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
B,A,right,27,1,55,1,,,,,48.41855838301126,None,48.41855838301126,None,right,1,0.36068795702885836,0.009329485648777336,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
A,B,left,28,0,56,0,,,,,48.91908457595855,None,48.91908457595855,None,left,1,0.39823135698679835,0.009289273642934859,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
B,A,right,28,1,57,1,,,,,49.451592636993155,None,49.451592636993155,None,right,1,0.344613199995365,0.009098397626075894,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
A,B,left,29,0,58,0,,,,,49.93509119399823,None,49.93509119399823,None,left,1,0.4081040680175647,0.008731960610020906,None,aquaman,001,2020_Apr_10_1222,letters,2020.1.2,60.04034051030554,
